,Image,Text
26,AHTD3A0446_Para2_1.tif,ولكن هذه الجنة الأرضية جنة قصيرة العمر لا يدوم عمرها إلا أسابيع قليلة ثم يحل بها الجفاف وتهب
27,AHTD3A0446_Para2_2.tif,السمائم فتقضي على كل ما نبت في هذه البادية فتبدو كالحة عابسة مزعجة منفرة وكأن أنسانا كنس وجهها
28,AHTD3A0446_Para2_3.tif,كنسا أزال عنه كل أثر لشلك الجمال  وتهب في  شهر نيسان  رياح حارة من الشرق
29,AHTD3A0446_Para2_4.tif,والجنوب ورياح في شهور الصيف
30,AHTD3A0446_Para3_1.tif,وفي العربية ألفاظ عديدة لها صلة بالبوادي كثرت وتعددت لاتصال حياة العرب بها منها ما لها
31,AHTD3A0446_Para3_2.tif,علاقة بشكل البادية وظاهر وجهها ومنها ما لها علاقة بطبيعتها وبتركيبها إلى غير ذلك من مصطلحات
32,AHTD3A0446_Para3_3.tif,نشا بعضها من تعدد لهجات العرب ولغاتها اذ تسمى قبيلة البادية باسم ربما لا تعرفه قبيلة أخرى
33,AHTD3A0447_Para2_1.tif,ولكن هذه الجنة الأرضية جنة قصيرة العمر لا يدوم عمرها إلا أسابيع قليلة ثم يحل بها الجفاف وتهب
34,AHTD3A0447_Para2_2.tif,السمائم  فتقضي على كل ما نبت في هذه البادية فتبدو كالحة عابسة مزعجة منفرة وكأن أنسانا كنس
35,AHTD3A0447_Para3_1.tif,وفي العربية ألفاظ عديدة لها صلة بالبوادي كثرت وتعددت لاتصال حياة العرب بها
36,AHTD3A0448_Para2_1.tif,يكون ظاهر التربة الأجرد معرضا لحرارة الشمس والثغرات الجوية مباشرة
37,AHTD3A0448_Para2_2.tif,إذ لا أشجار تحميه ولا أعشاب تحافظ على تماسك ذراته وحفظها من تلك
38,AHTD3A0448_Para2_3.tif,التغيرات  فإذا انقطعت الأمطار جفت التربة فتفتت تدريجا وتستطيع
39,AHTD3A0448_Para2_4.tif,الرياح إن تعبث فيها بكل سهولة وتتمكن الرياح التي سرعتها 
40,AHTD3A0448_Para2_5.tif,كيلومترا في الساعة من إثارة الطبقات الرملية الخفيفة
41,AHTD3A0449_Para2_1.tif,وتهب مثل هذه الرياح في الشمال الغربي من جزيرة العرب من نهاية شهر آذار
42,AHTD3A0449_Para2_2.tif,مارس حتى نهاية شهر أيار مايس وتهب في أغلب الأحيان هبوبا فجائيا
43,AHTD3A0449_Para2_3.tif,وتستمر يومين أو ثلاثة أيم وتنتهي في بعض الأحيان برعد وبرق  وعند حدوث هذه
44,AHTD3A0449_Para2_4.tif,الزوابع يغبر الأفق ويكفهر وجه السماء ثم تهب بعد لحظات عواصف شديدة و
45,AHTD3A0449_Para2_5.tif,  أعاصير
46,AHTD3A0449_Para3_1.tif,تضفي على الجو لونا قائماوأحيانا مائلا إلى الصفرة أو الحمرة بحسب لون
47,AHTD3A0449_Para3_2.tif,الرمال التي تحملها الرياح وتختقي الشمس وتؤثر هذه العجاجة في
48,AHTD3A0449_Para3_3.tif,النبات والأشجار تأثيرا كبيرا  واذا استمرت مدة طويلة سببت تلف
49,AHTD3A0449_Para3_4.tif,قسم كبير من المزروعات في الأماكن المزروعة  وقد أشار الكتاب
50,AHTD3A0449_Para3_5.tif,اليونان والرومان إلى الباديةكما عرفها العبرانيون
51,AHTD3A0450_Para2_1.tif,وفي بلاد العرب الدارات والدارة كل جوبة بين جبال في حزن كان ذلك أو سهل أو
52,AHTD3A0450_Para2_2.tif,رمل مستدير في وسطه فجوة وهي الدوره وتجمع الدارة على دارات  فهي
53,AHTD3A0450_Para3_1.tif,تكون سلسلة جبال السرات العمود الفقري لجزيرة العرب وتصل فقراته بسلسلة جبال
54,AHTD3A0450_Para3_2.tif,بلاد الشام المشرفة على البادية المتحكمة فيها تحكم الجنود في القلاع  وبعض قمم
55,AHTD3A0450_Para3_3.tif,هذه السلسلة مرتفعة  وقد تتساقط الثلوج عليها كجبل دباغ للذي يرتفع  متر
56,AHTD3A0450_Para3_4.tif,عن سطح البحر وجيل وثر وجبل شيبان  وتنخفض هذه السلسلة عند دنوها من مكة
57,AHTD3A0451_Para2_3.tif,في الغالب يتضايق منها الإنسان وتكون غير صحية في بعض الأماكن  ويطلق
58,AHTD3A0451_Para3_1.tif,وتكون هذه السلاسل مانعا  للأبخرة المتصاعدة من البحر الأحمر
59,AHTD3A0451_Para3_2.tif,والبحر العربي من وقوع الأمطار في أواسط بلاد العرب
60,AHTD3A0451_Para3_3.tif,وفيما وراء السفوح المرقية للسراة والسفوح الشمالية للسلاسل الجبلية
61,AHTD3A0451_Para3_4.tif,الجنوبية لذلك كثرت الأودية القصيرة التي تسيل فيها  المياه في هذه
62,AHTD3A0451_Para3_5.tif,المناطق وزادت فيها إمكانيات الخصب والزراعة عن البقاع التي وراء
63,AHTD3A0452_Para2_1.tif,وتتألف من سلسلتين يقال لإحداهما أجأ و للأخرى سلمى  وهناك منابع عديدة للمياه
64,AHTD3A0452_Para2_2.tif,في شعاب هذه المسلسلة وفي السهل الكبر المنبسط بينهما  ويمكن الحصول على المياه فيها
65,AHTD3A0452_Para2_3.tif,بوفرة تحت طبقات الرمال والصخور  و أما جبل طويق فهو مرتفعات تقع في الوسط
66,AHTD3A0452_Para2_4.tif,الشرقي من نجد وفي جنوب شرقي الرياض وتتألف من الحجارة الرملية
67,AHTD3A0460_Para2_1.tif,وعند هذا المصب بقايا قرية يونانية قديمة وبقايا معبد يعرف عند الأهلين كصر كريم وهو
68,AHTD3A0460_Para2_2.tif,من مخلفات المستعمرات اليونانية القديمة التي كان الملاحون والتجار اليونانيون قد أقاموها عند
69,AHTD3A0460_Para2_3.tif,ساحل البحر الأحمر  لحماية سفنهم من القرصانة وللاتجار مع الأعراب ولتموين رجال
70,AHTD3A0460_Para2_4.tif,القوافل البحرية بما يحتاجون إليه من ماء وزاد
71,AHTD3A0460_Para3_1.tif,ولقلة المياه في بلاد العرب انحصرت الزراعة فيها في الأماكن التي حبتها الطبيعة
72,AHTD3A0460_Para3_2.tif,بمواسم تتساقط فيها الأمطار مثل العربية الجنوبية وفي الأماكن التي ظهرت فيها عون وينابيع
73,AHTD3A0460_Para3_3.tif,مثل وادي القرى في الحجاز والأحساء على الخليج العربي  وفي الأودية والأماكن التي تكثر فيها
74,AHTD3A0460_Para3_4.tif,المياه الجوفية حيث استنبطت المياه منها بحفر الآبار
75,AHTD3A0461_Para2_1.tif,و قد لزمت سكان الأرضين التي تغيث السماء أرضهم بإنزال الغيث عليها الاستفادة
76,AHTD3A0461_Para2_2.tif,من الأمطار المنهمرةيحصرها وتوجيهها إلى مخازن تخزنها لوقت الحاجة وذلك بإنشاء
77,AHTD3A0461_Para3_1.tif,ذهب نوح مظفر ضرغام بصحبة رؤوف بن لؤي رايق ظافر عطعوط وهلال
78,AHTD3A0462_Para2_3.tif,موطنا للزراع والزرع  وبعض هذه العيون تتدفق من الجبال والهضاب
79,AHTD3A0462_Para2_4.tif,وبعد مجرى قصير تعود فتدخل باطن الأرض كما هو الحال في أرض
80,AHTD3A0462_Para2_5.tif,مدين  وهنالك عيون تتوقف حياتها على المطر
81,AHTD3A0462_Para3_1.tif,وقد أشير إلى العربية السعيدة والعربية الصحراوية في الموارد
82,AHTD3A0462_Para3_2.tif,الكلاسيكية القديمة مثل جغرافية سترابون  ويرى بعض
83,AHTD3A0462_Para3_3.tif,العلماء إن القسس الآخر وهو العربية الصخرية هو من إضافة
84,AHTD3A0462_Para3_4.tif,بطلميوس العالم الجغرافي الشهير وقد قصد به برية شبه جزيرة
85,AHTD3A0462_Para3_5.tif,سيناء وما يتصل بها من فلسطين إلى الأردن  فهو في رأي هؤلاء أحدث
86,AHTD3A0462_Para3_6.tif,عهدا في التسمية
87,AHTD3A0463_Para2_1.tif,أما حدودها فلم يعينها الكتاب اليونان واللاتين تعيين أ دقيقا  ويفهم من مؤلفاتهم
88,AHTD3A0463_Para2_2.tif,أنهم يقصدون بها البادية الواسعة الفاصلة بين العراق والشام أي البادية المعروفة عندنا
89,AHTD3A0463_Para2_3.tif,ب بادية الشام  ويكون نهر الفرات الحدود الشرقية لها إلى ملتقى الحدود بالعربية السعيدة
90,AHTD3A0463_Para2_4.tif,و أما الحدود الشمالية فغير ثابتة بل كانت تتبدل بحسب الأوضاع السياسية
91,AHTD3A0464_Para3_1.tif,كانت البادية بادية الشام أو العربية الصحراوية مأهولة بالقبائل العربية
92,AHTD3A0465_Para2_1.tif,وقد ورد فيه اسم العرب في جملة من كان يعارض السياسة الأشورية
93,AHTD3A0465_Para2_2.tif,و لما كان هذا النص يشير إلى وجود مشيخة أو مملكة عربية
94,AHTD3A0465_Para2_3.tif,سكنها ملك فلا يعقل إن يكون العرب قد نزلوا في هذا العهد في هذه
95,AHTD3A0465_Para2_4.tif,البادية بل تشير كل الدلائل إلى إن وجودهم فيها كان قبل هذا
96,AHTD3A0465_Para2_5.tif,العهد بأمد وربما كان قبل الألف الثاني قبل الميلاد
97,AHTD3A0465_Para3_1.tif,أما العربية الحجرية فتشمل الأرضين التي كان يسكن فيها الأنباط
98,AHTD3A0465_Para3_2.tif,وخضعت لنفوذ الرومان والبيزنطيين  ويطلق ذلك الاسم أي
99,AHTD3A0465_Para3_3.tif,العربية الحجرية  على شبه جزية سيناء على المملكة النبطية
100,AHTD3A0465_Para3_4.tif,و عاصمتها بطرا بترا البتراء  وكانت حدود هذه المنطقة تتوسع وتتقلص
101,AHTD3A0466_Para2_1.tif,في عهد الحارث الرابع ملك الأنباط من سنة  ق م إلى سنة  ب  م
102,AHTD3A0466_Para2_2.tif,اتسعت حدودها حتى بلغت نهايتها الشمالية مدينة دمشق  ولما ضعف أمر
103,AHTD3A0466_Para2_3.tif,النبط استولى الامبراطور تراجان عام  م على هذه المقاطعة وضمها
104,AHTD3A0466_Para3_1.tif,هذه المنطقة أنها في شرق مصر وفي جنوب  البحر الميت وجنوبه
105,AHTD3A0466_Para3_2.tif,الغربي وفي شمال العربية السعيدة و غربها  وان الأنباط يقيمون في الأرضين
106,AHTD3A0466_Para3_3.tif,الجبلية وفي المرتفعات المتصلة بها التي في شرق البحر الميت وفي شرق
107,AHTD3A0466_Para3_4.tif,وادي العربة وفي جنوب اليهودية حتى الخليج العربي خليج العقبة
108,AHTD3A0466_Para3_5.tif,و أما الأقسام الباقية فكانت تسكنها في قبائل  عربية
109,AHTD3A0468_Para2_1.tif,وتتخلل الحجاز أودية عديدة منها وادي إضم الذي ورد ذكره في أشعار الجاهلية وفي أخبار سرايا
110,AHTD3A0468_Para2_2.tif,الرسول  ووادي تخال ويصب في الصفراء بين مكة والمدينة  والصفراء واد من ناحية
111,AHTD3A0468_Para2_3.tif,المدينة كثير النمل والزرع في طريق الحاج سلكه الرسول غير مرة وعليه قرية
112,AHTD3A0468_Para2_4.tif,الصفراء وماؤها عيون تجري إلى ينبع وهي لجهينة والأنصار
113,AHTD3A0468_Para3_4.tif,ووادي الحمض من الجنوب ويلتقي به واد آخر هو وادي التبج أي وادي السلسلة
114,AHTD3A0471_Para2_1.tif,وفي شمال منطقة عدن صحراء تتصل بالربع الخالي يخترق الهضاب المهيمنة
115,AHTD3A0471_Para2_2.tif,على عدن عدد من الأودية الجافة يظهر أنها كانت مسايل مياه وأنها من
116,AHTD3A0471_Para2_3.tif,بقايا أنهار جفت وتسيل في بعضها المياه عند سقوط الأمطار ومنها
117,AHTD3A0471_Para2_4.tif,وادي تبن وهو من بقايا نهر طويل له فروع عديدة وتمر به الطريق
118,AHTD3A0471_Para2_5.tif,الرئيسية المؤدية إلى اليمن
119,AHTD3A0471_Para3_1.tif,ومن شرق سيحوت تبتدئ سواحل مهرة وتعرف عند الجغرافيين
120,AHTD3A0471_Para3_2.tif,باسم الشحر  ومعنى كلمة مهرة في العربية الجنوبية القديمة
121,AHTD3A0471_Para3_3.tif,ساحل  ويطلق اليوم أسم الشحر على الميناء الغربي وحده  وفي
122,AHTD3A0471_Para3_4.tif,قارة مدينة ظفار وهي غير ظفار اليمن  وعند خليج ظفار كان موضع
123,AHTD3A0472_Para2_1.tif,ويمتد اقليم ظفار من سيحوت إلى حدود عمان وهو هضبة يبلغ ارتفاعها ثلاثة آلاف
124,AHTD3A0472_Para3_1.tif,وتتألف أرض عمان من أماكن جبلية وهضاب متموجة وسهول ساحلية  واكثر حجارتها
125,AHTD3A0472_Para3_2.tif,كلسية و غرانيتية و فيها أيضا حجارة بركانية  والظاهر إنها كانت من مناطق
126,AHTD3A0472_Para3_3.tif,البركانية  وفي مناطق التلال وفي جعلان عيون ومجاري مياه
127,AHTD3A0472_Para3_4.tif,معدنية أكثرها ذات درجات حرارة مرتفعة  وتوجد آبار في الباطنة وفي المناطق المجاورة
128,AHTD3A0472_Para3_5.tif,للصحراء
129,AHTD3A0473_Para2_1.tif,في عمان مدن قديمة منها صحار و نزوة و دبا أو سما وكانت من المدن المهمة في أيام الرسول وهي عاصمة
130,AHTD3A0473_Para2_2.tif,عمان الشمالية كما كانت سوقا من أسواق الجاهلية وسكانها  من الأزد  والعمانيون من الشعوب
131,AHTD3A0473_Para2_3.tif,للبحرية المحبة لركوب البحار  ولهم صلات وروابط بسواحل أفريقية والهند  ونجد بينهم عددا كبيرا
132,AHTD3A0473_Para2_4.tif,من الزنوج والهنود
133,AHTD3A0474_Para2_1.tif,وعلى مقربة منها خرائب عادية يعتقد العلماء أنها موضع  المدينة التجارية العظيمة التي اشتهر
134,AHTD3A0474_Para3_1.tif,و أما جزيرة تاروت الصغيرة التي في هذا الخليج فالظاهر إنها جزيرة في جغرافية
135,AHTD3A0474_Para3_2.tif,بطليموس وفيها مدينة دارين  ويظهر إنها أقيمت على أنقاض أبنية قديمة ولعلها
136,AHTD3A0474_Para3_3.tif,كانت معبدا للإله عشتروت  اشتهرت به ثم حذف المقطع الأول من اسم الإله اختصارا
137,AHTD3A0474_Para3_4.tif,وصارت تعرف بالمقطعين الأخيرين و هما تاروت
138,AHTD3A0475_Para3_1.tif,ومن أشهر مدن الكويت مدينة الكويت وهي العاصمة وهي على ساحل الخليج و جهرة وفي في منطقة
139,AHTD3A0475_Para3_2.tif,زراعية خصبة ذات أبار على مقربة من خليج الكويت  ويظن إن الخندق الذي أمر بحفره سابور ذو
140,AHTD3A0480_Para2_1.tif,ونجد مناطق واسعة من اللابات مبعثرة على طول هذه السلسلة
141,AHTD3A0480_Para2_2.tif,منها ما هو حديث التكوين  ويشاهد في الزمن الحاضر لسان بارز من
142,AHTD3A0480_Para2_3.tif,اللابة في  شرقي أبي عريش يمتد حتى يتاخم حدود اليمنكما نشاهد مناطق
143,AHTD3A0480_Para2_4.tif,أخرى مؤلفة من هذه الحجارة في مواضع عديدة بين شقيق و
144,AHTD3A0480_Para2_5.tif,خور البرك مثلا حيث تصل اللابة إلى البحر الأحمر فتدخل فيه
145,AHTD3A0480_Para3_1.tif,وعلى مسافة اثني عشر ميلا من مكة جبل يقال له جبل النورة حيث تحرق
146,AHTD3A0480_Para3_2.tif,حجارة الكلس المكونة له لاستخراج النورة واستعمالها في البناء  وهذه
147,AHTD3A0481_Para2_1.tif,وفي أرض اليمن عدد كبير من الحرار ذكر السياح بعضها مثل حرة أرحب وتقع
148,AHTD3A0481_Para2_2.tif,شمالي صنعاء ولها لابة استخرج منها الناس حجارة سودا لبناء البيوت  وعلى
149,AHTD3A0481_Para2_3.tif,مقربة من ذمار تكون الأرض بركانية  وتوجد الحرار في القسم الشمالي من وادي
150,AHTD3A0481_Para2_4.tif,أبرد وفي الوادي بين صرواح و مأرب  وقد حمل بعض المستشرقين وجود
151,AHTD3A0481_Para2_5.tif,الحرار
152,AHTD3A0483_Para2_1.tif,المناطق المنخفضة وهي تهائم اليمن بالرمال  وكذلك المنطقة التي يقال
153,AHTD3A0483_Para2_2.tif,لها الرمله  وتتكون التربة في تهامة وفي سهل صنعاء من المواد الصلصالية
154,AHTD3A0483_Para2_3.tif,التي تعود إلى الأزمنة الجيولوجية المتأخرة ومن المتكونات الأيولينية التي حصلت
155,AHTD3A0483_Para2_4.tif,بتأثير فعل الرياح في الصخور الرملية  ويكثر وجود الصخور المتبلورة في الحجاز وفي
156,AHTD3A0483_Para2_5.tif,العربية الجنوبية
157,AHTD3A0483_Para3_1.tif,و يشاهد في وداي تثليث على مقربة من حمضة و على مسافة  ميلا من نجران
158,AHTD3A0483_Para3_2.tif,أثار التبر ويظهر انه كان من المواضع التي استغلت قديما لاستخراج الذهب منها
159,AHTD3A0483_Para3_3.tif,وقد اشتهرت ديار بني سليمبوجود المعادن فيها وفي جملتها معدن الذهب ويستغل
160,AHTD3A0483_Para3_4.tif,اليوم الموضع الذي يقال له مهد الذهب ويقع إلى الشمال من المدينة باستخراج الذهب
161,AHTD3A0484_Para2_1.tif,وتقوم بذلك شركة تستعمل الوسائل الحديثة تحرت في مواضع عديدة من
162,AHTD3A0484_Para2_2.tif,الحجاز الذهب والفضة ومعادن أخرى فوجدت أماكن عديدة استغلت
163,AHTD3A0484_Para2_3.tif,قديما لاستخراج التبر منها ولكنها تركتها لعدم يمكنها من الحصول على
164,AHTD3A0484_Para2_4.tif,الذهب منها بصورة تجارية تأتيها بأرياح حسنة واكتفت بتوسيع عملها
165,AHTD3A0484_Para2_5.tif,في مهد الذهب لأنه من أغزر تلك الأماكن
166,AHTD3A0484_Para3_1.tif,وقد عثرت الشركة في أثناء بحثها عن الذهب في مهد الذهب على أدوات
167,AHTD3A0484_Para3_2.tif,استعملها الأولون قبل الإسلام في استخراج الذهب واستخلاصه من شوائبه
168,AHTD3A0484_Para3_3.tif,مثل رحى وأدوات تنظيف ومدقات ومصابيح وشاهدت آثار القوم
169,AHTD3A0484_Para3_4.tif,في حفر العروق التي تكون الذهب وأمثال ذلك مما يدل على إن هذا
170,AHTD3A0484_Para3_5.tif,المكان كان منجما للذهب قبل الإسلام
171,AHTD3A0490_Para2_1.tif,فالجمل أذن هو الذي فتح لأهل جزيرة العرب آفاق البوادي ووسع
172,AHTD3A0490_Para2_2.tif,البداوة عندهم حتى جعلها عالما خاصا  يقابل عالم الحضارة
173,AHTD3A0490_Para2_3.tif,في الجزيرة  وهو الذي صار لهم واسطة لنقل الأموال  بالطرق
174,AHTD3A0490_Para2_4.tif,البرية الطويلة التي تربط أجزاء الجزيرة بعضها ببعض و تربط طرق
175,AHTD3A0490_Para2_5.tif,الجزيرة مع الطرق الخارجية  و بفضل الجمل القادر على تحمل العطش
176,AHTD3A0490_Para3_4.tif,الحمل و في عالم التجارة و الاقتصاد  و من حق العربي إذا ما عبر عن
177,AHTD3A0490_Para3_5.tif,الغنى إن يعبر بكثرة ما عند الإنسان من إبل
178,AHTD3A0491_Para2_1.tif,وقد عرف الجمل بوجود غزيرة الانتقام فيه و بعدم نسيانه أذى
179,AHTD3A0491_Para2_2.tif,من يؤذيه لذلك زعم أنه يبقى حاقدا على المسيء إليه حتى ينتقم
180,AHTD3A0491_Para2_3.tif,من و لو بعد زمن طويل و يظن بأنها من فعل كمل جمل
181,AHTD3A0491_Para2_4.tif,كامل جامل أي انتقم مع أنها تعني حمل أيضا  و
182,AHTD3A0492_Para3_1.tif,فقد كانت تكاليف الخيل كثيرة لا يتحملها إلا ذوو الدخل الحسن فالخيل في حاجة
183,AHTD3A0492_Para3_2.tif,إلى عناية ورعاية وطعامها للمحافظة على صحتها يكلف باهظا  فلا بد من تقديم الحشائش
184,AHTD3A0492_Para3_3.tif,والحبوب لها ثم إن مجال استعمالها في البادية محدود لأنها لا تستطيع تحمل جوع الصحراء
185,AHTD3A0492_Para3_4.tif,وعطشها تحمل الجمل كما أنها لا تستطيع السير في رمال البوادي المهلكة المتعبة
186,AHTD3A0493_Para2_3.tif,القبائل الساكنة في مضارب قريبة من الأرياف ومن الحضر تشتري الخيل وتعتني بها
187,AHTD3A0493_Para2_4.tif,للمحافظة على حياتها في الدفاع والهجوم
188,AHTD3A0493_Para3_4.tif,العمل في البوادي ذات الرمال كما أنها لا تستطيع الصبر
189,AHTD3A0494_Para2_2.tif,استعمالها هو داوود ومنذ ذلك الحينأقبلوا على تربيتها والاستفادة
190,AHTD3A0494_Para2_3.tif,منها في أرض فلسطين  ويظهر إن قدماء العبرانيين لم يكونوا يعرفون البغال
191,AHTD3A0494_Para3_1.tif,والبقر من الحيوانات القديمة في بلاد العرب وهي من الحيوانات الملازمة لأهل
192,AHTD3A0494_Para3_2.tif,الحضر في الغالب ولا سيما لأهل الريف أما الأعراب فإن استفادتهم منها غير
193,AHTD3A0494_Para3_4.tif,البادية لذلك لم يقبلوا عليها ولم يعتنوا بتربيتها بل ربما نظروا إلى أصحابها
194,AHTD3A0494_Para3_5.tif,نظرة ازدراء وعدم احترام
195,AHTD3A0495_Para2_1.tif,وعرفت جزيرة العرب الأسد الذي قل وجوده فيها في الإسلام ويظهر من كثرة
196,AHTD3A0495_Para2_2.tif,أسمائه في اللغة ومن ورود اسمه في الشعر الجاهلي أنه كان كثيرا فيها
197,AHTD3A0495_Para2_3.tif,وقد اشتهرت أماكن خاصة منها يكثرة أسودها حتى قيل لها مآسد
198,AHTD3A0495_Para2_4.tif,والواحدة مأسدة  ومن هذه الأماكن عثر واليها نسبت أسود عثر
199,AHTD3A0495_Para2_5.tif,و عتود وهي قرية نسبت إليها الأسود كذلك
200,AHTD3A0495_Para3_5.tif,كان الجاهليون يصطادونه
201,AHTD3A0497_Para3_1.tif,وقد فزع جيش أسرحدون في أثناء اختراقه البادية من كثرة
202,AHTD3A0497_Para3_2.tif,الثعابين والحيات التي كانت تثور عليهم وتقفز أمامهم كما يقول
203,AHTD3A0497_Para3_3.tif,نص أسرحدون  وذكر إن من بينها ثعابين ذات رأسين وأن
204,AHTD3A0497_Para3_4.tif,من بينها ما له جناح فيطير  ولما مر الجيش بأرض بوزو  وجد
205,AHTD3A0497_Para3_5.tif,الأرض مغطاة بالثعابين والعقارب وهي في كثرتها مثل الذباب والبعوض
206,AHTD3A0498_Para2_1.tif,والظاهر إن البوادي كانت منازل طيبة للثعابين  وقد تذمر الاسرائيليون من
207,AHTD3A0498_Para2_2.tif,الثعابين الطائرة وفزعوا منها عندما كانوا يقطعون البوادي والفيافي في طريقهم
208,AHTD3A0498_Para2_3.tif,إلى فلسطين  وقد أفزعت السياح المحدثين والمستشرقين ومنهم لورنس الذي هاله ما
209,AHTD3A0498_Para2_4.tif,رأى من كثرة الثعابين في الأماكن التي نزل بها وفي جملتها وادي السرحان
210,AHTD3A0498_Para3_1.tif,والسمك هو من أهم مواد  العيش لسكان سواحل الجزيرة يعيشون عليه ويبيعونه لحما جافا و
211,AHTD3A0498_Para3_2.tif,يصدرونه إلى الأماكن البعيدة ويحملون الطري منه إلى الأماكن التي لا تبعد كثيرا عن الساحل  و
212,AHTD3A0498_Para3_3.tif,يجفف ويدق ليكون طعاما عند الحاجة إليه كما يكون صعاما لحيواناتهم كذلك  ولا يزال سكان
213,AHTD3A0498_Para3_4.tif,السواحل يصيدون السمك بالطرق التي تعود آهل الجاهلية
214,AHTD3A0499_Para2_1.tif,و ليست لدينا في الزمن الحاضر دراسات علمية دقيقة عن أنواع الحيوانات التي عاشت في جزيرة
215,AHTD3A0499_Para2_2.tif,العرب في العصور السحيقة لما قبل الإسلام  فما عثر عليه من بقايا عظام قديم أو أصداف و محار
216,AHTD3A0499_Para2_3.tif,هو قليل لا يكفي لإعطاء أحكام علمية عن حيوانات جزيرة العرب في العصور البرنزية و الحديدية و الحجرية
217,AHTD3A0499_Para2_4.tif,أو ما قبل هذه العصور
218,AHTD3A0499_Para3_1.tif,وكما أفاد الجمل أهله الفوائد المذكورة المعلومة من ناحية حمله ولحمه وجلده ووبره كذلك أفادت النخلة
219,AHTD3A0499_Para3_2.tif,سكان جزيرة العرب   فوائد عديدة حية وميتة أفادتهم في تقديم ثمرة صارت إداما للعرب
220,AHTD3A0499_Para3_3.tif,وطبا يستطبون بها لمعالجة عدد من الأمراض  ومادة استخرجوا منها دبسا وخمرا وشرابا وأفادهم
221,AHTD3A0499_Para3_4.tif,كل جزء من أجزائها حتى أنهم لم يتركوا شيئا
222,AHTD3A0500_Para2_1.tif,وكائن له هذه الفوائد والمنفعة ينمو ويثمر بسهولة ويسر
223,AHTD3A0500_Para2_2.tif,لا بد إن يثمن ويقدر ويميز على غيره  وهذا صارت النخلة
224,AHTD3A0500_Para2_3.tif,سيدة الشجر لا عند العرب وحدهم بل عند قدماء الساميين
225,AHTD3A0500_Para2_4.tif,أيضا وأحيطت عندهم بهالة من التقديس والتعظيم  وزخرفت
226,AHTD3A0500_Para2_5.tif,معابدهم بصورها واستعمل سعفها الأخضر في استقبال الأعياد
