,Image,Text
75,AHTD3A0017_Para2_3.png,الإنجاب في المناطق الريفية كثيرا وقد كشف استبيان حول مفهوم الإنجاب
76,AHTD3A0017_Para2_4.png,عن وجود اختلاف واضح بين الريفيات اللاتي عملن في المدن واللاتي
77,AHTD3A0017_Para2_5.png,لم يغادرن الريف
78,AHTD3A0017_Para3_1.png,فالمجموعة الأولى تفضل الإنجاب في سن متأخرة وتباعد فترات الحمل وإنجاب
79,AHTD3A0017_Para3_2.png,عدد قليل من الأطفال بل طفل واحد  وفي معظم الأحوال يؤخر ويفضل
80,AHTD3A0017_Para3_3.png,الفلاحون الذين يعملون في المدن سن الزواج وسن الإنجاب  فالخروج إلى
81,AHTD3A0017_Para3_4.png,العمل يساعد على تقليل الإنجاب  منذ أن تبنت الصين سياسة الإصلاح
82,AHTD3A0017_Para3_5.png,والانفتاح قبل ثلاثين سنة
83,AHTD3A0019_Para2_1.png,يكون على الأسرة مساعدة الشاب الريفي الذي يبقى في الريف عندما يتزوج أو يبني
84,AHTD3A0021_Para2_1.png,كان تشه شينغ لاى الذي سينهي في يونيو هذا العام دراسة الدكتوراه في الفيزياء بجامعة تشينغهوا يهمهم وهو خارج
85,AHTD3A0021_Para2_2.png,من ملتقى للتوظيف أقيم في القاعة الرياضية الثانية لجامعة بكين مترددا لم أجد شيئا  لا يختلف حال تشه
86,AHTD3A0021_Para2_3.png,عن معظم الخريجين الذين يدورون بين ملتقيات ومعارض التوظيف منذ بداية هذه السنة الدراسية
87,AHTD3A0021_Para3_1.png,أمنية تشه شينغ لاى أن يعمل بالتدريس في جامعة وقد نال بالفعل بغيته حيث قبلته جامعة في مدينة تشينهوانغدوا
88,AHTD3A0021_Para3_2.png,بمقاطعة خبي ولكن لأن صديقته  تعمل في بكين يأمل الشاب أن يكون مكان العمل قريبا الصديقة
89,AHTD3A0021_Para3_3.png,لهذا لم يتوقف عن الذهاب إلى ملتقيات التوظيف  قال تشه في السابق لم يكن  عسيرا
90,AHTD3A0024_Para3_1.png,فنتيجة للأزمة المالية العالمية قللت كثير من الشركات الأجنبية لدى الصين عدد العاملين
91,AHTD3A0024_Para3_2.png,بها أو خفضت  رواتبهم أو حتى استغنت عنهم تماما  في الوقت ذاته
92,AHTD3A0024_Para3_3.png,صار العمل في الوحدات الحكومية هو الأكثر تفضيلا  وكما قال تانغ يوان التي تدرس المالية في
93,AHTD3A0024_Para3_4.png,جامعة رنمين الصينية وضع توظيف خريجي تخصص المالية حاليا غير جيد
94,AHTD3A0025_Para2_1.png,أصدرت شركة شانغهاى المحدودة للخدمات الخارجية تقريرا حول التوظيف
95,AHTD3A0025_Para2_2.png,في الصين سنة الفين وثمانية جاء فيه أن العمل في الوحدات الحكومة
96,AHTD3A0025_Para2_3.png,هو أفضل عمل للخريجين الصينيين  وتصديقا لما جاء في التقرير سجل نحو مليون و
97,AHTD3A0025_Para2_4.png,أربعين ألف فرد أسماءهم للمشاركة في الامتحان الوطني للعمل في الحكومة
98,AHTD3A0025_Para2_5.png,وذلك لعام الفين وتسعه
99,AHTD3A0026_Para3_2.png,من الموظفين مواكبة للاحتياجات الاستراتيجية للدولة وتقول إنه مع توقعات النمو المتواصل للاقتصاد الصيني بمعدلات
100,AHTD3A0027_Para2_1.png,خلال جولة له في جامعة بكين للطيران والفضاء سنة الفين وثمانية قال رئيس مجلس الدولة ون
101,AHTD3A0027_Para2_2.png,جيا باو إن الحكومة الصينية ستنفذ قريبا سلسلة من الإجراءات المشجعة لتوظيف خريجي الجامعات
102,AHTD3A0027_Para2_3.png,من بينها تهيئة الظروف التي تمكن المؤسسات الكبيرة وخاصة مؤسسات الابتكار  الذاتي من
103,AHTD3A0027_Para2_4.png,توظيف عدد أكبر من خريجي الجامعات
104,AHTD3A0027_Para3_1.png,في هذا الإطار بدأت وزارة التربية والتعليم الصينية بالتعاون مع وزارة السكك
105,AHTD3A0027_Para3_2.png,الحديدية ووزارة التجارة الصينية وغيرها من عشر وزارات من نوفمبر عام الفين وثمانية
106,AHTD3A0028_Para2_1.png,وقال تشانغ شياو جيان نائب وزير الموارد البشرية والضمان الاجتماعي إن الوزارة ستنظم
107,AHTD3A0028_Para2_2.png,ملتقيات توظيف في الجامعات وعلى شبكة الانترنت وكذلك أنشطة متنوعة لخريجي الجامعات
108,AHTD3A0028_Para2_3.png,مثل الإرشادات المهنية والخدمات الاستشارية وخدمات تأسيس المشروعات الذاتية الخ
109,AHTD3A0028_Para3_3.png,أن إنهاض آنهوي يتطلب تركيز الجهود في ثلاثة مجالات هي تحديدا إدارة المال إنشاء
110,AHTD3A0028_Para3_4.png,صوامع الحبوب جعل آنهوي فردوسا أي جعلها منطقة جذب سياحي
111,AHTD3A0030_Para2_1.png,صعدنا قمة الجبل وقت الأصيل فتألقت أمامنا روعته وكأنه لوحة رسم معلقة
112,AHTD3A0030_Para2_2.png,بالسماء الزرقاء الرائعه  تنتشر المعابد على جروف الجبل وفي أودية الجبل تمتزج
113,AHTD3A0030_Para2_4.png,المعابد البوذية أصبح جبل جيوهوا دولة زهور اللوتس البوذية وصار لوحة فنية
114,AHTD3A0030_Para2_5.png,جميلة
115,AHTD3A0030_Para3_1.png,يتكون جبل جيوهوا من حجر الجرانيت رئيسيا ويتميز بتضاريسه الغريبة
116,AHTD3A0030_Para3_3.png,الغريبة الأشكال وتتقاطع الأغدرة  على مدى أكثر من ألف عام ظل جيوهوا قبلة
117,AHTD3A0030_Para3_4.png,الأدباء والفنانين والمشاهير فتركوا فيه بصماتهم وأعمالهم  واليوم يحتفظ الجبل
118,AHTD3A0030_Para3_5.png,بأكثر من ألف كتاب للشعر والمقالات والأغاني
119,AHTD3A0031_Para2_1.png,في إحدى القصائد التي تصف الجبل نقرأ على ضفة النهر لوحات
120,AHTD3A0031_Para2_2.png,رسمها وانغ وي رسام صيني قديم وعلى أحجار الجبل قصائد
121,AHTD3A0031_Para2_3.png,شعر كتبها لي باي قبل ألف سنة  ونقرأ أيضا  في تشو مقاطعتا
122,AHTD3A0031_Para2_4.png,هونان وهوبي حاليا ويويه مقاطعة تشجيانغ حاليا آلاف من الجبال
123,AHTD3A0031_Para2_5.png,ولكن جيوهوا يجمع جمال كل هذه الجبال
124,AHTD3A0031_Para3_1.png,في أكثر فترات ازدهاره كان عدد المعابد في جبل جيوهوا أكثر من ثلاثمائة
125,AHTD3A0031_Para3_2.png,معبد  وعلى الرغم من أن جبل جيوهوا يعتبر مع جبال ووتاي وآمي وبوتوه
126,AHTD3A0031_Para3_3.png,الأربعة جبال المقدسة للبوذية في الصين فإنه الأكثر زيارة  بعد انتهاج
127,AHTD3A0031_Para3_4.png,الصين سياسة الانفتاح على الخارج في سبعينيات القرن الماضي أبرز
128,AHTD3A0031_Para3_5.png,جبل جيوهوا البوذي
129,AHTD3A0033_Para2_1.png,من أن يعرف حياة أباطرة الصين فليذهب إلى بكين ومن شاء أن يعرف حياة الشعب في زمن أسرتي مينغ
130,AHTD3A0033_Para2_2.png,وتشينغ فليس أفضل من محافظة ييشيان بمقاطعة آنهوي  تقع محافظة ييشيان بالسفح الجنوبي لجبل
131,AHTD3A0033_Para3_1.png,والحقيقة أن محافظة ييشيان بها مئات القرى القديمة وتضم أكثر من ثلاثة آلاف و سبعمائة
132,AHTD3A0033_Para3_2.png,بناية مازالت محتفظة بأشكالها الأصلية التي كانت عليها في زمن أسرتي مينغ وتشينغ  في هذه القرى القديمة
133,AHTD3A0033_Para3_3.png,تشعر أنك دخلت رواقا ممتدا للثقافة الصينية العريقة  تتميز القرى الكبيرة في محافظة ييشيان بوجود
134,AHTD3A0033_Para3_4.png,عشائر قوية  و كانت
135,AHTD3A0034_Para2_1.png,تتميز القرى الكبيرة في محافظة ييشيان بوجود عشائر قوية  وقد كانت قرية
136,AHTD3A0034_Para2_2.png,شيدي موطن عشيرة هو في حين كانت قرية هونغتسون في منطقة هويتشو
137,AHTD3A0034_Para2_3.png,موطن عشيرة وانغ  بسبب الحروب هاجرت إلى ييشيان عشائر كبيرة
138,AHTD3A0034_Para2_4.png,فزاد  عدد سكانها وضاقت بهم المساحة المحدودة من أرضها المستوية
139,AHTD3A0034_Para2_5.png,حتى بلغ شظف العيش فيها مبلغا
140,AHTD3A0036_Para2_1.png,أنها ذات جدران عالية قمتها على شكل رأس الحصان وبدون نوافذ وبها
141,AHTD3A0036_Para2_3.png,والسلامة ولكنه أيضا يخلق شعورا بالضيق إضافة إلى مشكلة
142,AHTD3A0036_Para2_4.png,التهوية والإضاءة ولهذا كان يفتح مسقط للنور وكان مسقط النور
143,AHTD3A0036_Para2_5.png,هو المنفذ الوحيد لرؤية السماء من داخل الدار
144,AHTD3A0036_Para3_1.png,يهتم أبناء هويتشو بالتعليم منذ قديم الزمان ويتجلى هذا الاهتمام في
145,AHTD3A0036_Para3_4.png,والاقتصاد واحترام وبر الوالدين والجد في الدراسة  هذه المعلقات
146,AHTD3A0036_Para3_5.png,تعتبر شعارات صاحب البيت وكتاب تعليم للأولاد
147,AHTD3A0038_Para2_1.png,المدينة القديمة متحف تاريخي ضخم يضم جسورا وأبراجا وسدودا
148,AHTD3A0038_Para2_2.png,وبوابات قديمة  ولعل بوابة شيوي قوهالتذكارية هي أكثر
149,AHTD3A0038_Para2_3.png,ما يترك انطباعا عميقا لزائر هويتشو فهذه البوابة التي
150,AHTD3A0038_Para2_4.png,تعتبر واحدة من ثلاث نوادر في  هويتشو تتكون
151,AHTD3A0038_Para2_5.png,من أربعة أعمدة وثلاثة طوابق بدون مسمار
152,AHTD3A0038_Para3_1.png,مناظر نهر شينان تجعلك أمام لوحة صينية رائعة فهي مناظر
153,AHTD3A0039_Para3_1.png,وقد بلغ عدد الذين اجتازوا منهم الامتحان الإمبراطوري على المستويين الوطني
154,AHTD3A0039_Para3_2.png,والمحلي أكثر من عشرين  وقد اشتهرت قرية لونغتشوان في هويتشو بأنها قرية جينشي
155,AHTD3A0039_Para3_3.png,أي قرية الناجحين في الامتحان الإمبراطورية  أقيم في القرية  بوابة تذكارية منها
156,AHTD3A0042_Para2_1.png,تشعر أنك في قاعة موسيقى سماوية  تشبه الموسيقى إيقاع سقوط المطر على الأفاريز
157,AHTD3A0042_Para2_2.png,أحيانا وتشبه صفير الريح التي تحف بجذور الشجر أحيانا أخرى  تكون
158,AHTD3A0042_Para2_3.png, سيمفونية أحيانا وتصبح موسيقى  فلكلورية أحيانا أخرى  هذه
159,AHTD3A0042_Para2_4.png,المقطوعات الموسيقية المتنوعة تعزفها عيون الماء والشلالات داخل الوادي  إن أجمل
160,AHTD3A0042_Para2_5.png,موسيقى هي تلك التي يعزفها الجبل والماء والحجر
161,AHTD3A0042_Para3_1.png,خلال اجتماع للجنة المركزية للحزب الشيوعي الصيني في بكين يوم  يناير  بحث
162,AHTD3A0042_Para3_2.png,الحاضرون سبل تعزيز التحديث الزراعي وقد حث الرئيس الصيني هو جين تاو وهو أيضا
163,AHTD3A0043_Para2_1.png,قال هو جين تاو أيضا إن التنمية الاقتصادية الزراعية والريفية المتواصلة
164,AHTD3A0043_Para2_4.png,لتوسيع الطلب المحلي وأن تحسين مستوى معيشة المزارعين يعد مهمة رئيسية
165,AHTD3A0043_Para2_5.png,ولكنها صعبة وطالب هو جين
166,AHTD3A0043_Para3_1.png, أولا إعطاء أهمية أكبر لأمن الحبوب في الصين وإمدادات المنتجاتالزراعية
167,AHTD3A0043_Para3_2.png,الرئيسية حيث أكد الرئيس على ضرورة أن تلتزم الصين بأكثر النظم حزما لحماية
168,AHTD3A0048_Para2_1.png,وبذلك ساهمت بشكل كبير في تعميم مفهوم الطب التقليدي
169,AHTD3A0048_Para2_2.png,الصيني بين اللبنانيين تولى التدريس في هذه الدورة الدكتور أدمون
170,AHTD3A0048_Para2_3.png,إبراهيم خريج جامعة الطب والعقاقير التقليدية الصينية ببكين الذي
171,AHTD3A0048_Para2_4.png,عاش في الصين فترة طويلة ويتكلم الصينية مثل الصينيين
172,AHTD3A0048_Para2_5.png,وهو يستطيع شرح وتدريس نظرية الطب التقليدي الصيني
173,AHTD3A0048_Para2_6.png,بالعربية والفرنسية والإنجليزية والصينية
174,AHTD3A0048_Para3_1.png,يقيم المعهد أيضا ندوات ومحاضرات متخصصة بين حين وآخر
175,AHTD3A0048_Para3_2.png,ففي  نوفمبر  ألقى سفير الصين لدى لبنان ليو تشي
176,AHTD3A0048_Para3_3.png,مينغ محاضرة بعنوان الصين الماضي والحاضر والمستقبل حول سياسة
177,AHTD3A0048_Para3_4.png,واقتصاد الصين فدشن بذلك دورة مدتها عشرون ساعة
178,AHTD3A0048_Para3_5.png,حول سياسة واقتصاد الصين في المعهد بهذا الأسلوب
179,AHTD3A0048_Para3_6.png,المتميز ينقل معهد كونفوشيوس بجامعة
180,AHTD3A0050_Para2_2.png,يوسف سان جوزيف أول معهد كونفوشيوس في الدول العربية
181,AHTD3A0051_Para2_3.png,بجامعة القاهرة ليكون أول معهد كونفوشيوس في شمالي أفريقيا
182,AHTD3A0051_Para2_4.png,في هذا المعهد يتم تدريس اللغة الصينية وإعداد مدرسي الصينية من المصريين
183,AHTD3A0051_Para2_5.png,وعقد امتحان مستوى اللغة الصينية وترشيح الطلاب المصريين
184,AHTD3A0051_Para2_6.png,للدراسة في الصين
185,AHTD3A0051_Para3_4.png,للتعاون والتبادل الثقافي والإنساني والتعليمي بين الصين ومصر
186,AHTD3A0051_Para3_5.png,بدأت أول دورة تعليمية في المعهد يوم  مارس 
187,AHTD3A0052_Para2_1.png,بدأت أول دورة تعليمية في المعهد يوم  مارس  وأقيم حفل تخرج أول
188,AHTD3A0052_Para2_2.png,دفعة به يوم  يونيو  حيث استعرض الخريجون ثمار ثلاثة أشهر من الدراسة
189,AHTD3A0052_Para3_1.png,في حوار مع مجلة الصين اليوم قالت السيدة ليانغ يا  رئيسة معهد كونفوشيوس بجامعة القاهرة
190,AHTD3A0052_Para3_2.png,من الجانب الصيني حماسة الطلاب في الدراسة تستحق الإعجاب  مثلا تعلم الطلاب في دورة
191,AHTD3A0052_Para3_3.png,الحوار بالصينية لمدة ثلاثة أسابيع مقررات مدة شهرين كانوا يأتون إلى المعهد ستة أيام
192,AHTD3A0052_Para3_4.png,في الأسبوع  كانت المحاضرات من الساعة الثانية
193,AHTD3A0053_Para2_1.png,تعلم الطلاب في دورة الحوار بالصينية لمدة ثلاثة أسابيع مقررات مدة
194,AHTD3A0053_Para3_1.png,الدراسة في دورات هذا المعهد عملية ولهذا عليها إقبال كبير ففي دورة
195,AHTD3A0053_Para3_2.png,الإرشاد السياحي مثلا لا تقتصر الدراسة على تقديم المعلومات الثقافية
196,AHTD3A0053_Para3_3.png,المعنية فقط بل يوجد اهتمام خاص بالنطق بالصينية قال بعض الدارسين
197,AHTD3A0053_Para3_4.png,الذين يعملون كمرشدين سياحيين كنا نسعى لمعرفة معلومات عن المواقع
198,AHTD3A0053_Para3_5.png,السياحية في بعض الكتب السياحية معلومات سطحية
199,AHTD3A0055_Para2_1.png,لأوبرا بكين ومعرضا للصور الفوتوغرافية الصينية والمقارنة
200,AHTD3A0055_Para2_2.png,بين الهيروغليفية المصرية والكتابة الصينية القديمة  في عام 
201,AHTD3A0055_Para2_3.png,يواصل معهد كونفوشيوس بجامعة القاهرة إقامة دورات تعليم اللغة
202,AHTD3A0055_Para2_5.png,دورة لألعاب الووشو ليصبح جسرا للصداقة والتعاون بين الصين و
203,AHTD3A0055_Para2_6.png,مصر
204,AHTD3A0056_Para3_1.png,وهناك مكتبة جيدة ومعمل متصل بالإنترنت ومسرح لإقامة أنشطة
205,AHTD3A0056_Para3_2.png,مسرحية وللمعهد جهاز إداري جيد يتولى إقامة الدورات وتنظيم
206,AHTD3A0056_Para3_3.png,الدراسة  أعتقد أن هذا غير ميسر في أماكن أخرى ولا يوجد مثله في كثير من
207,AHTD3A0056_Para3_4.png,الدول العربية ذلك لأننا منحنا للمعهد مساحة كبيرة  السبب في ذلك
208,AHTD3A0056_Para3_5.png,يعود إلى أن كثيرا من المصانع
209,AHTD3A0057_Para2_1.png,أعتقد أن هذا غير ميسر في أماكن أخرى ولا يوجد مثله في كثير
210,AHTD3A0057_Para2_2.png,من الدول العربية ذلك لأننا منحنا للمعهد مساحة كبيرة  السبب
211,AHTD3A0057_Para2_3.png,في ذلك يعود إلى أن كثيرا من المصانع الصينية تحيط بنا في منطقة
212,AHTD3A0057_Para2_4.png,السويس والإسماعيلية وشمال سيناء وبور سعيد وجنوب سيناء فجامعة
213,AHTD3A0057_Para2_5.png,قناة السويس تخدم خمس محافظات
214,AHTD3A0059_Para2_3.png,الذي يرغبون في الحصول على دورات تخصصية مثل دورات الإرشاد السياحي والتلاميذ
215,AHTD3A0059_Para2_4.png,الصغار والمهتمين بألعاب الووشو الصينية بل إن بعضا من أساتذة
216,AHTD3A0059_Para2_5.png,الجامعة سجلوا أسماءهم بالمعهد لدراسة اللغة الصينية
217,AHTD3A0059_Para3_1.png,وقد ارتفع عدد الدارسين بالمعهد من عشرين في بداية إقامته إلى
218,AHTD3A0059_Para3_2.png,مائة في الدورات التي أقيمت مؤخرا ويجري التدريس في المعهد
219,AHTD3A0059_Para3_3.png,طوال العام  ويعتقد الدارسون أن تعلم اللغة الصينية يسهل ويشجع نقل
220,AHTD3A0060_Para2_1.png,يتطلع المعهد إلى تحقيق إنجازات عديدة خلال عام الفين وتسعه
221,AHTD3A0060_Para2_2.png,ومنها أولا دفع مشروع المنح الدراسية لإعداد معلمي اللغة الصينية
222,AHTD3A0060_Para2_3.png,المصريين  نظرا لأن عدد المعلمين المصريين للغة الصينية قليل
223,AHTD3A0060_Para2_4.png,للغاية ومن أجل تطوير توطين تعليم الصينية في مصر سيقيم
224,AHTD3A0060_Para2_5.png,المعهد دورات المستوى العالي لمعلمي اللغة الصينية وستقتصر على
225,AHTD3A0060_Para2_6.png,الطلاب الممتازين
226,AHTD3A0060_Para3_1.png,في الصفين الثالث والرابع بقسم اللغة الصينية في جامعة القناة
227,AHTD3A0060_Para3_2.png,وخريجي تخصص اللغة الصينية ومعلمي الصينية المصريين لتدريبهم على
228,AHTD3A0060_Para3_4.png,والإنشاء باللغة الصينية  ستقبل كل دورة  دارسا  وفي نفس الوقت
229,AHTD3A0060_Para3_5.png,سيعمل المعهد على دفع مشروع المنح الدراسية الصينية ذات العلاقة
230,AHTD3A0062_Para2_1.png,ثالثا تعزيز دورات الإرشاد السياحي والتجارة  تمتلك مصر كونها بلدا
231,AHTD3A0062_Para2_2.png,عريقا موارد سياحية وافرة  وقد شهدت السنوات الأخيرة زيادة كبيرة
232,AHTD3A0062_Para2_3.png,في عدد السائحين الصينيين إلى مصر وهذا بدوره أدى إلى الحاجة إلى
233,AHTD3A0062_Para2_4.png,مزيد من المرشدين السياحيين الذين يتحدثون الصينية  انطلاقا من هذا
234,AHTD3A0062_Para2_5.png,الواقع يخطط المعهد إقامة دورة أو دورتين في
